#level
1

#possible_colours
1 1 1
0.125 0.25 0.88

#cubes
-1 0 -1
0 0 0 0 0 1 
0 0 0 0 0 5 
-1 0 0
1 0 0 0 0 1 
0 0 0 0 0 5 
-1 0 1
1 0 0 0 0 1 
0 0 0 0 0 5 
0 0 -1
0 0 0 0 0 1 
0 0 0 0 0 5 
0 0 0
1 0 0 0 0 1 
0 0 0 0 0 5 
0 0 1
1 0 0 0 0 1 
0 0 0 0 0 5 
1 0 -1
0 0 0 0 0 1 
0 0 0 0 0 5 
1 0 0
0 0 0 0 0 1 
0 0 0 0 0 5 
1 0 1
0 0 0 0 0 1 
0 0 0 0 0 5 
1 1 -1
1 1 1 0 0 0 
0 1 2 0 0 0 
1 1 0
1 0 1 0 1 0 
0 0 2 0 4 0 
1 1 1
1 0 1 1 1 0 
0 0 2 3 4 0 
0 1 -1
1 1 0 1 0 0 
0 1 0 3 0 0 
-1 1 -1
1 1 0 1 1 0 
0 1 0 3 4 0 
0 1 0
1 0 0 1 1 0 
0 0 0 3 4 0 
-2 0 -2
1 1 0 0 1 1 
0 1 0 0 4 5 
-1 0 -2
1 1 0 0 0 1 
0 1 0 0 0 5 
0 0 -2
1 1 0 0 0 1 
0 1 0 0 0 5 
1 0 -2
1 1 0 0 0 1 
0 1 0 0 0 5 
2 0 -2
1 1 1 0 0 1 
0 1 2 0 0 5 
2 0 -1
1 0 1 0 0 1 
0 0 2 0 0 5 
2 0 0
1 0 1 0 0 1 
0 0 2 0 0 5 
2 0 1
1 0 1 0 0 1 
0 0 2 0 0 5 
2 0 2
1 0 1 1 0 1 
0 0 2 3 0 5 
-2 0 -1
1 0 0 0 1 1 
0 0 0 0 4 5 
-2 0 0
1 0 0 0 1 1 
0 0 0 0 4 5 
-2 0 1
1 0 0 0 1 1 
0 0 0 0 4 5 
-2 0 2
1 0 0 1 1 1 
0 0 0 3 4 5 
-1 0 2
1 0 0 1 0 1 
0 0 0 3 0 5 
0 0 2
1 0 0 1 0 1 
0 0 0 3 0 5 
1 0 2
1 0 0 1 0 1 
0 0 0 3 0 5 
-1 1 0
1 0 1 1 1 0 
0 0 2 3 4 0 
